Aem epsI3 epsA omega0 a0 chi res
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.30000e+01 8.59000e+01 1.35068e-15
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.30000e+01 8.59000e+01 1.48283e-15
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.30000e+01 8.59000e+01 1.69537e-15
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.30000e+01 8.59000e+01 2.03723e-15
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.30000e+01 8.59000e+01 2.58705e-15
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.30000e+01 8.59000e+01 3.49857e-15
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.30000e+01 8.59000e+01 4.96681e-15
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.30000e+01 8.59000e+01 7.31695e-15
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.30000e+01 8.59000e+01 1.11165e-14
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.30000e+01 8.59000e+01 1.73829e-14
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.30000e+01 8.59000e+01 2.75562e-14
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.30000e+01 8.59000e+01 4.43377e-14
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.30000e+01 8.59000e+01 7.18186e-14
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.30000e+01 8.59000e+01 1.17051e-13
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.30000e+01 8.59000e+01 1.91719e-13
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.30000e+01 8.59000e+01 3.15952e-13
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.30000e+01 8.59000e+01 5.24095e-13
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 1.40000e+01 8.59000e+01 2.07860e-15
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 1.40000e+01 8.59000e+01 2.13397e-15
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 1.40000e+01 8.59000e+01 2.22187e-15
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.40000e+01 8.59000e+01 2.36229e-15
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.40000e+01 8.59000e+01 2.58720e-15
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.40000e+01 8.59000e+01 2.94865e-15
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.40000e+01 8.59000e+01 3.53742e-15
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.40000e+01 8.59000e+01 4.45746e-15
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.40000e+01 8.59000e+01 5.99420e-15
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.40000e+01 8.59000e+01 8.43642e-15
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.40000e+01 8.59000e+01 1.24342e-14
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.40000e+01 8.59000e+01 1.89809e-14
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.40000e+01 8.59000e+01 2.95682e-14
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.40000e+01 8.59000e+01 4.68789e-14
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.40000e+01 8.59000e+01 7.50668e-14
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.40000e+01 8.59000e+01 1.21278e-13
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.40000e+01 8.59000e+01 1.97369e-13
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.40000e+01 8.59000e+01 3.22613e-13
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.40000e+01 8.59000e+01 5.30142e-13
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.40000e+01 8.59000e+01 8.75367e-13
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 1.50000e+01 8.59000e+01 3.50164e-15
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 1.50000e+01 8.59000e+01 3.59273e-15
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 1.50000e+01 8.59000e+01 3.73737e-15
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.50000e+01 8.59000e+01 3.96809e-15
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.50000e+01 8.59000e+01 4.33740e-15
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.50000e+01 8.59000e+01 4.93065e-15
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.50000e+01 8.59000e+01 5.89676e-15
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.50000e+01 8.59000e+01 7.41371e-15
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.50000e+01 8.59000e+01 9.91292e-15
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.50000e+01 8.59000e+01 1.39852e-14
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.50000e+01 8.59000e+01 2.05138e-14
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.50000e+01 8.59000e+01 3.11384e-14
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.50000e+01 8.59000e+01 4.84799e-14
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.50000e+01 8.59000e+01 7.66701e-14
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.50000e+01 8.59000e+01 1.22764e-13
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.50000e+01 8.59000e+01 1.98054e-13
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.50000e+01 8.59000e+01 3.21471e-13
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.50000e+01 8.59000e+01 5.24665e-13
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.50000e+01 8.59000e+01 8.60317e-13
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.50000e+01 8.59000e+01 1.41642e-12
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 1.60000e+01 8.59000e+01 5.68534e-15
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 1.60000e+01 8.59000e+01 5.83039e-15
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 1.60000e+01 8.59000e+01 6.06069e-15
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.60000e+01 8.59000e+01 6.42767e-15
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.60000e+01 8.59000e+01 7.01510e-15
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.60000e+01 8.59000e+01 7.95811e-15
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.60000e+01 8.59000e+01 9.46006e-15
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.60000e+01 8.59000e+01 1.19143e-14
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.60000e+01 8.59000e+01 1.58644e-14
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.60000e+01 8.59000e+01 2.23177e-14
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.60000e+01 8.59000e+01 3.26898e-14
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.60000e+01 8.59000e+01 4.95865e-14
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.60000e+01 8.59000e+01 7.70101e-14
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.60000e+01 8.59000e+01 1.21653e-13
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.60000e+01 8.59000e+01 1.94441e-13
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.60000e+01 8.59000e+01 3.13387e-13
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.60000e+01 8.59000e+01 5.08064e-13
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.60000e+01 8.59000e+01 8.27890e-13
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.60000e+01 8.59000e+01 1.35461e-12
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.60000e+01 8.59000e+01 2.22509e-12
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 1.70000e+01 8.59000e+01 8.92714e-15
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 1.70000e+01 8.59000e+01 9.15165e-15
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 1.70000e+01 8.59000e+01 9.50770e-15
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.70000e+01 8.59000e+01 1.00749e-14
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.70000e+01 8.59000e+01 1.09822e-14
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.70000e+01 8.59000e+01 1.24383e-14
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.70000e+01 8.59000e+01 1.47975e-14
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.70000e+01 8.59000e+01 1.85717e-14
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.70000e+01 8.59000e+01 2.46582e-14
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.70000e+01 8.59000e+01 3.45399e-14
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.70000e+01 8.59000e+01 5.05684e-14
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.70000e+01 8.59000e+01 7.65226e-14
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.70000e+01 8.59000e+01 1.18791e-13
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.70000e+01 8.59000e+01 1.87399e-13
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.70000e+01 8.59000e+01 2.99421e-13
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.70000e+01 8.59000e+01 4.82003e-13
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.70000e+01 8.59000e+01 7.80719e-13
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.70000e+01 8.59000e+01 1.27018e-12
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.70000e+01 8.59000e+01 2.07466e-12
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.70000e+01 8.59000e+01 3.40146e-12
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 1.80000e+01 8.59000e+01 1.35947e-14
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 1.80000e+01 8.59000e+01 1.39332e-14
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 1.80000e+01 8.59000e+01 1.44694e-14
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.80000e+01 8.59000e+01 1.53232e-14
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.80000e+01 8.59000e+01 1.66880e-14
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.80000e+01 8.59000e+01 1.88773e-14
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.80000e+01 8.59000e+01 2.23862e-14
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.80000e+01 8.59000e+01 2.80656e-14
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.80000e+01 8.59000e+01 3.72622e-14
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.80000e+01 8.59000e+01 5.20746e-14
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.80000e+01 8.59000e+01 7.61238e-14
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.80000e+01 8.59000e+01 1.15117e-13
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.80000e+01 8.59000e+01 1.78392e-13
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.80000e+01 8.59000e+01 2.81307e-13
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.80000e+01 8.59000e+01 4.48956e-13
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.80000e+01 8.59000e+01 7.22163e-13
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.80000e+01 8.59000e+01 1.16840e-12
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.80000e+01 8.59000e+01 1.89882e-12
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.80000e+01 8.59000e+01 3.09676e-12
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.80000e+01 8.59000e+01 5.06818e-12
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 1.90000e+01 8.59000e+01 2.01257e-14
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 1.90000e+01 8.59000e+01 2.06238e-14
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 1.90000e+01 8.59000e+01 2.14124e-14
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 1.90000e+01 8.59000e+01 2.26667e-14
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 1.90000e+01 8.59000e+01 2.46706e-14
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 1.90000e+01 8.59000e+01 2.78830e-14
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 1.90000e+01 8.59000e+01 3.30383e-14
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 1.90000e+01 8.59000e+01 4.13796e-14
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 1.90000e+01 8.59000e+01 5.48212e-14
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 1.90000e+01 8.59000e+01 7.65642e-14
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 1.90000e+01 8.59000e+01 1.11726e-13
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 1.90000e+01 8.59000e+01 1.68779e-13
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 1.90000e+01 8.59000e+01 2.61357e-13
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 1.90000e+01 8.59000e+01 4.11872e-13
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 1.90000e+01 8.59000e+01 6.56719e-13
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 1.90000e+01 8.59000e+01 1.05542e-12
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 1.90000e+01 8.59000e+01 1.70629e-12
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 1.90000e+01 8.59000e+01 2.76982e-12
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 1.90000e+01 8.59000e+01 4.51183e-12
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 1.90000e+01 8.59000e+01 7.37222e-12
2.19325e+00 -2.00000e-06 1.00000e-10 6.28319e+02 2.00000e+01 8.59000e+01 2.90185e-14
2.79480e+00 -2.00000e-06 1.27427e-10 6.28319e+02 2.00000e+01 8.59000e+01 2.97364e-14
3.56134e+00 -2.00000e-06 1.62378e-10 6.28319e+02 2.00000e+01 8.59000e+01 3.08707e-14
4.53813e+00 -2.00000e-06 2.06914e-10 6.28319e+02 2.00000e+01 8.59000e+01 3.26732e-14
5.78282e+00 -2.00000e-06 2.63665e-10 6.28319e+02 2.00000e+01 8.59000e+01 3.55497e-14
7.36891e+00 -2.00000e-06 3.35982e-10 6.28319e+02 2.00000e+01 8.59000e+01 4.01573e-14
9.39001e+00 -2.00000e-06 4.28133e-10 6.28319e+02 2.00000e+01 8.59000e+01 4.75633e-14
1.19655e+01 -2.00000e-06 5.45559e-10 6.28319e+02 2.00000e+01 8.59000e+01 5.94589e-14
1.52473e+01 -2.00000e-06 6.95193e-10 6.28319e+02 2.00000e+01 8.59000e+01 7.87294e-14
1.94292e+01 -2.00000e-06 8.85867e-10 6.28319e+02 2.00000e+01 8.59000e+01 1.09824e-13
2.47582e+01 -2.00000e-06 1.12884e-09 6.28319e+02 2.00000e+01 8.59000e+01 1.60160e-13
3.15487e+01 -2.00000e-06 1.43845e-09 6.28319e+02 2.00000e+01 8.59000e+01 2.41671e-13
4.02018e+01 -2.00000e-06 1.83298e-09 6.28319e+02 2.00000e+01 8.59000e+01 3.73976e-13
5.12281e+01 -2.00000e-06 2.33572e-09 6.28319e+02 2.00000e+01 8.59000e+01 5.88891e-13
6.52787e+01 -2.00000e-06 2.97635e-09 6.28319e+02 2.00000e+01 8.59000e+01 9.38329e-13
8.31830e+01 -2.00000e-06 3.79269e-09 6.28319e+02 2.00000e+01 8.59000e+01 1.50712e-12
1.05998e+02 -2.00000e-06 4.83293e-09 6.28319e+02 2.00000e+01 8.59000e+01 2.43427e-12
1.35071e+02 -2.00000e-06 6.15848e-09 6.28319e+02 2.00000e+01 8.59000e+01 3.94818e-12
1.72117e+02 -2.00000e-06 7.84760e-09 6.28319e+02 2.00000e+01 8.59000e+01 6.42377e-12
2.19325e+02 -2.00000e-06 1.00000e-08 6.28319e+02 2.00000e+01 8.59000e+01 1.04817e-11
