   5.2499513238642554e+04	   5.8101353687292470e+00	
   5.2506192554245004e+04	   5.0111448563808638e+00	
   5.2510815599917936e+04	   5.2319910961454195e+00	
   5.2507098009518042e+04	   4.5205008054119622e+00	
   5.2510174499593493e+04	   5.7681988595062679e+00	
   5.2519553559895547e+04	   5.6736778770049821e+00	
   5.2518495348619275e+04	   5.4879183456635658e+00	
   5.2536059123063402e+04	   5.6353115842554624e+00	
   5.2537830459515382e+04	   4.4787893936362320e+00	
   5.2543239446697175e+04	   5.9297846346139718e+00	
   5.2563127803428826e+04	   6.2454282423530190e+00	
   5.2517900945725873e+04	   8.4809023336684994e+00	
   5.2572267044720626e+04	   7.3389886824422721e+00	
   5.2559748175792556e+04	   9.2804370689589675e+00	
   5.2598193616730277e+04	   9.6418495411937855e+00	
   5.2616995268837905e+04	   9.6455650737407872e+00	
   5.2632055586089169e+04	   1.2207649862345473e+01	
   5.2670622915236723e+04	   9.7337833277190899e+00	
   5.2690375928566544e+04	   4.9501263521676471e+00	
   5.2703649871210066e+04	   5.2271443776926212e+00	
   5.2717703423507395e+04	   5.5812739502417505e+00	
   5.2732031620017777e+04	   6.0265280982399982e+00	
   5.2760575622611308e+04	   6.4193715823812330e+00	
   5.2791458454166233e+04	   1.0418549707594936e+01	
   5.2799534735290465e+04	   1.0180322525701001e+01	
   5.2811505898756172e+04	   9.1886343518333291e+00	
   5.2826078663168104e+04	   9.5918351678828060e+00	
   5.2857718151402252e+04	   1.0191489068685433e+01	
   5.2883771360513034e+04	   9.6800990112175160e+00	
   5.2900584018651112e+04	   9.8765492466358875e+00	
   5.2915823210807721e+04	   5.3556921160806308e+00	
   5.2919268531440197e+04	   9.3615718766858578e+00	
   5.2930521029357013e+04	   9.6876326523634297e+00	
   5.2954290021756256e+04	   9.1867309962034227e+00	
   5.2959722753394512e+04	   9.6178666903900201e+00	
   5.2978833874918004e+04	   5.3669127964257930e+00	
   5.2983327117562287e+04	   5.0129912253152620e+00	
   5.2988264381542387e+04	   5.5001961292103658e+00	
   5.3001963349956561e+04	   5.4092282671738889e+00	
   5.3063916594272458e+04	   7.4881940979512667e+00	
   5.3070336303817603e+04	   8.9146679638527075e+00	
   5.3081092542594386e+04	   8.1682932674651560e+00	
   5.3084303584589783e+04	   7.7617872230763201e+00	
   5.3081701192161672e+04	   7.4883935513855375e+00	
   5.3087718828910743e+04	   9.3844890762836606e+00	
   5.3089688035833235e+04	   6.8541373290715732e+00	
   5.3093612994486219e+04	   7.3588542444957197e+00	
   5.3094702865037776e+04	   6.5598010467822778e+00	
   5.3105588115361337e+04	   6.3846894794961866e+00	
   5.3098697474096385e+04	   6.2479299582857379e+00	
   5.3102784686535182e+04	   8.5961066373037447e+00	
   5.3113517972337395e+04	   7.7480961694809647e+00	
   5.3116113241428568e+04	   6.8649477052090893e+00	
   5.3119388393456407e+04	   8.9923208844841689e+00	
   5.3121211176230725e+04	   1.0313603009150800e+01	
   5.3152312456785090e+04	   9.6550733038859864e+00	
   5.3154937802187786e+04	   1.0030102747011998e+01	
   5.3157506160894969e+04	   9.0277951024367518e+00	
   5.3159867151349063e+04	   5.9822608331708151e+00	
   5.3166869391559383e+04	   5.4881804844628927e+00	
   5.3169716351889045e+04	   5.7195208242049072e+00	
   5.3173315220006640e+04	   5.9053088488940775e+00	
   5.3200185238419668e+04	   5.6357503818108592e+00	
   5.3205090843124490e+04	   5.9827680147608202e+00	
   5.3211512135633398e+04	   5.1662512442095174e+00	
   5.3215936519353949e+04	   5.6324223587932991e+00	
   5.3217503653480366e+04	   5.8216922705778940e+00	
   5.3220079927006373e+04	   5.9794314437389344e+00	
   5.3226766365945761e+04	   6.3369830673532075e+00	
   5.3221471352154986e+04	   6.5156620017779847e+00	
   5.3229632321840596e+04	   6.6524357696623095e+00	
   5.3232037635280081e+04	   7.1781636797195745e+00	
   5.3234922586740082e+04	   7.5777287445957615e+00	
   5.3237041383738280e+04	   7.9597618525994793e+00	
   5.3245867198204796e+04	   7.6654683103318142e+00	
   5.3251715457831109e+04	   9.9365619356734207e+00	
   5.3255060260264574e+04	   7.8723471110278123e+00	
   5.3284832642739013e+04	   9.2044567078406097e+00	
   5.3287974825810670e+04	   9.6180433491460882e+00	
   5.3291000661045669e+04	   9.5164417697281625e+00	
   5.3294191124512130e+04	   1.0143813999224982e+01	
   5.3297395043170589e+04	   1.0830765818873489e+01	
   5.3402506211549815e+04	   1.0513019402070263e+01	
   5.3408637821689896e+04	   1.0663789102370902e+01	
   5.3405752078748017e+04	   1.0260719355721086e+01	
   5.3411549683533885e+04	   8.9325133475504579e+00	
   5.3413475358952863e+04	   6.2094041027887998e+00	
   5.3417438308736186e+04	   5.7573457433471180e+00	
   5.3423108484939054e+04	   9.4898859696222928e+00	
   5.3419678202462332e+04	   1.0050595162716013e+01	
   5.3428318810168457e+04	   1.0061206085419258e+01	
   5.3428201670849914e+04	   6.1675131829222254e+00	
   5.3436259747890857e+04	   5.8486783202348338e+00	
   5.3443079947268314e+04	   5.6735211635923379e+00	
   5.3450234943481861e+04	   5.8558443971947334e+00	
   5.3448598950431704e+04	   5.3616671711044503e+00	
   5.3459315615114392e+04	   5.5650583860354716e+00	
   5.3462715029797713e+04	   4.8676666037702363e+00	
   5.3468682803188218e+04	   5.4179671769297570e+00	
   5.3480114967492256e+04	   5.4145907152210171e+00	
   5.3486973158000044e+04	   5.4076582837126921e+00	
   5.3501361507133472e+04	   6.1192682465067136e+00	
   5.3506372378928601e+04	   6.9324085553492774e+00	
   5.3513670633362795e+04	   6.6240791899784455e+00	
   5.3535089716054295e+04	   9.2177773479151774e+00	
